year,constructor_name,wins,races,win_rate
1960,Meskowski,0,1,0.0
1960,Phillips,0,1,0.0
1960,Porsche,0,1,0.0
1960,Scarab,0,1,0.0
1960,Team Lotus,2,8,0.25
1960,Trevis,0,1,0.0
1960,Watson,1,1,1.0
1961,BRM,0,7,0.0
1961,Cooper-Climax,0,8,0.0
1961,Cooper-Maserati,0,4,0.0
1961,Ferrari,5,7,0.7142857142857143
1961,Gilby,0,1,0.0
1961,Lotus-Climax,3,8,0.375
1961,Porsche,0,8,0.0
1962,BRM,4,9,0.4444444444444444
1962,Brabham,0,2,0.0
1962,Cooper-Climax,1,8,0.125
1962,ENB,0,1,0.0
1962,Emeryson,0,1,0.0
1962,Ferrari,0,5,0.0
1962,Lola,0,5,0.0
1962,Lotus-BRM,0,2,0.0
1962,Lotus-Climax,3,9,0.3333333333333333
1962,Porsche,1,9,0.1111111111111111
1963,ATS,0,1,0.0
1963,BRM,2,10,0.2
1963,BRP,0,3,0.0
1963,Brabham,0,8,0.0
1963,Cooper-Climax,0,10,0.0
1963,Cooper-Maserati,0,1,0.0
1963,Ferrari,1,6,0.16666666666666666
1963,LDS,0,1,0.0
1963,Lola,0,3,0.0
1963,Lotus-BRM,0,7,0.0
1963,Lotus-Climax,7,10,0.7
1963,Lotus-Ford,0,1,0.0
1963,Porsche,0,7,0.0
1963,Scirocco,0,1,0.0
1963,Stebro,0,1,0.0
1964,BRM,2,10,0.2
1964,BRP,0,6,0.0
1964,Brabham-BRM,0,6,0.0
1964,Brabham-Climax,2,9,0.2222222222222222
1964,Cooper-Climax,0,7,0.0
1964,Ferrari,3,9,0.3333333333333333
1964,Honda,0,1,0.0
1964,Lotus-BRM,0,7,0.0
1964,Lotus-Climax,3,9,0.3333333333333333
1965,Alfa Romeo,0,1,0.0
1965,BRM,3,9,0.3333333333333333
1965,Brabham-BRM,0,8,0.0
1965,Brabham-Climax,0,10,0.0
1965,Brabham-Ford,0,1,0.0
1965,Cooper-Climax,0,7,0.0
1965,Ferrari,0,10,0.0
1965,Honda,1,5,0.2
1965,LDS-Alfa Romeo,0,1,0.0
1965,Lotus-BRM,0,7,0.0
1965,Lotus-Climax,6,10,0.6
1966,BRM,1,5,0.2
1966,Brabham-BRM,0,3,0.0
1966,Brabham-Climax,0,3,0.0
1966,Brabham-Repco,4,7,0.5714285714285714
1966,Cooper-Ferrari,0,1,0.0
1966,Cooper-Maserati,1,8,0.125
1966,Eagle-Climax,0,3,0.0
1966,Ferrari,2,6,0.3333333333333333
1966,Honda,0,1,0.0
1966,Lotus-BRM,1,5,0.2
1966,Lotus-Climax,0,4,0.0
1966,McLaren-Ford,0,1,0.0
1966,McLaren-Serenissima,0,1,0.0
1967,BRM,0,9,0.0
1967,Brabham-Climax,0,3,0.0
1967,Brabham-Ford,0,1,0.0
1967,Brabham-Repco,4,10,0.4
1967,Cooper-Climax,0,1,0.0
1967,Cooper-Maserati,1,11,0.09090909090909091
1967,Eagle-Weslake,1,2,0.5
1967,Ferrari,0,8,0.0
1967,Honda,1,5,0.2
1967,Lola,0,1,0.0
1967,Lotus-BRM,0,3,0.0
1967,Lotus-Ford,4,8,0.5
1967,McLaren-BRM,0,2,0.0
1967,McLaren-Ford,0,2,0.0
1968,BRM,0,9,0.0
1968,Brabham-Repco,0,4,0.0
1968,Cooper-BRM,0,6,0.0
1968,Cooper-Maserati,0,1,0.0
1968,Eagle-Weslake,0,1,0.0
1968,Ferrari,1,7,0.14285714285714285
1968,Honda,0,5,0.0
1968,Lola,0,1,0.0
1968,Lotus-Ford,5,11,0.45454545454545453
1968,Matra,0,5,0.0
1968,Matra-Ford,3,11,0.2727272727272727
1968,McLaren,0,1,0.0
1968,McLaren-BRM,0,3,0.0
1968,McLaren-Ford,3,10,0.3
1969,BRM,0,5,0.0
